,Final,lgb,xgb
84,0.8498453974723816,1,1
85,0.8440159440040589,1,1
86,0.9300274133682251,1,1
87,0.8862112045288086,1,1
88,0.8870688557624817,1,1
89,0.9002653241157532,1,1
90,0.8710858702659607,1,1
91,0.32123079895973206,0,0
92,0.8726197361946106,1,1
93,0.015322697348892689,0,0
94,0.9345905661582947,1,1
95,0.8996724963188172,1,1
96,0.9265119314193726,1,1
97,-0.01002734899520874,0,0
98,0.8686736106872559,1,1
99,0.8787412524223328,1,1
100,0.906809675693512,1,1
101,0.8949593782424927,1,1
102,0.8962290763854981,1,1
103,0.8954325795173645,1,1
104,0.8789161324501038,1,1
105,0.81614248752594,1,1
106,0.8768567323684693,1,1
107,0.8976195335388184,1,1
108,0.8743471384048462,1,1
109,0.8907157063484192,1,1
110,0.9305873394012452,1,1
111,0.8705330967903138,1,1
112,0.9089419722557068,1,1
113,0.8876365900039673,1,1
114,0.9025258898735047,1,1
115,0.9298528909683228,1,1
116,0.8782833695411683,1,1
117,0.8775863528251648,1,1
118,0.8880562663078309,1,1
119,0.8094064474105835,1,1
120,0.9105086207389832,1,1
121,0.77822704911232,1,1
122,0.8997463464736939,1,1
123,0.023154735565185547,0,0
124,0.8279911160469056,1,1
125,0.9000925302505494,1,1
126,0.919534194469452,1,1
127,0.9214609146118165,1,1
128,0.9021955013275147,1,1
129,0.8797216892242432,1,1
130,0.8679300427436829,1,1
131,0.8615360140800477,1,1
132,0.8884424448013306,1,1
133,0.8558267831802369,1,1
134,0.8835500955581665,1,1
135,0.8678414106369019,1,1
136,0.8644986033439637,1,1
137,0.8589988231658936,1,1
138,0.9398651599884034,1,1
139,0.8993868708610535,1,1
140,0.8621548891067505,1,1
141,0.8153685212135315,1,1
142,0.8411884188652039,1,1
143,0.8633512735366822,1,1
144,0.872017252445221,1,1
145,0.8823578834533692,1,1
146,0.9158078312873841,1,1
147,0.8625956654548645,1,1
148,0.854771363735199,1,1
149,0.8361312627792359,1,1
150,0.8867365002632142,1,1
151,0.9274534463882447,1,1
152,0.9350165009498597,1,1
153,0.9170361638069153,1,1
154,0.3385586142539978,0,0
155,0.7669385850429535,1,1
156,0.9187494397163392,1,1
157,0.8984000563621521,1,1
158,0.8811271071434021,1,1
159,-0.004086416680365801,0,0
160,0.8738603472709656,1,1
161,0.8583791732788086,1,1
162,0.9043488383293152,1,1
163,0.9101284623146058,1,1
164,0.847677755355835,1,1
165,0.007682230789214373,0,0
166,0.8927330851554871,1,1
167,0.8698981881141663,1,1
168,0.018194319680333138,0,0
169,0.8820131897926331,1,1
170,-0.013823413290083408,0,0
171,0.9235596537590027,1,1
172,0.9093029975891114,1,1
173,0.931779968738556,1,1
174,0.838164496421814,1,1
175,0.969107735157013,1,1
176,0.9121330261230469,1,1
177,0.865964698791504,1,1
178,0.8991874933242798,1,1
179,0.8635394454002381,1,1
180,0.8827963948249817,1,1
181,-0.007576608564704657,0,0
182,0.8350193977355957,1,1
183,0.8595369338989258,1,1
184,0.8445424318313599,1,1
185,0.954191255569458,1,1
186,0.8874742865562439,1,1
187,0.7266825020313263,1,1
188,0.9063312292099,1,1
189,0.9016516089439393,1,1
190,0.8727618932724,1,1
191,0.9053249835968018,1,1
192,0.8991794466972352,1,1
193,0.8795558691024781,1,1
194,0.9098027229309082,1,1
195,0.8390495657920838,1,1
196,0.8467892289161683,1,1
197,0.8607182383537293,1,1
198,0.005227881483733654,0,0
199,0.8798857808113099,1,1
200,0.9086154580116272,1,1
201,0.824674654006958,1,1
202,0.8444177389144898,1,1
203,0.007343166973441839,0,0
204,0.8460376143455506,1,1
205,0.8844362974166871,1,1
206,0.8936112999916077,1,1
207,0.26710671186447144,0,0
208,0.9221928000450135,1,1
209,0.9316282153129578,1,1
210,0.41955670714378357,0,1
211,0.8326935648918152,1,1
212,0.9304344534873963,1,1
213,0.4157606363296509,0,1
214,0.8103287100791932,1,1
215,0.9008201241493226,1,1
216,0.8112727284431458,1,1
217,0.8671008229255677,1,1
218,0.8237131118774415,1,1
219,0.9051968932151795,1,1
220,0.8484855175018311,1,1
221,0.9038994789123536,1,1
222,0.7687356352806092,1,1
223,0.7864834547042847,1,1
224,0.9383334398269654,1,1
225,0.8383367538452149,1,1
226,0.8811164975166321,1,1
227,0.8487695336341858,1,1
228,0.8685150623321534,1,1
229,0.8135219097137452,1,1
230,0.7963964819908143,1,1
231,0.9190113425254822,1,1
232,0.8475887060165406,1,1
233,0.9061998009681702,1,1
234,0.845060932636261,1,1
235,0.8766222476959229,1,1
236,0.880936074256897,1,1
237,0.888952124118805,1,1
238,0.8959660410881043,1,1
239,0.8596278905868531,1,1
240,0.7976871609687806,1,1
241,0.7783815145492554,1,1
242,0.8726847648620606,1,1
243,0.907277512550354,1,1
244,0.8912393927574158,1,1
245,0.8748575329780579,1,1
246,0.9015283465385437,1,1
247,0.897860872745514,1,1
248,0.8777915120124817,1,1
249,0.8714026689529419,1,1
250,0.982605803012848,1,1
251,0.864729392528534,1,1
252,0.9418579816818238,1,1
253,0.9192864179611206,1,1
254,0.7588473737239838,1,1
255,0.8749457478523255,1,1
256,0.9311479806900025,1,1
257,0.03400507569313049,0,0
258,0.8887839794158936,1,1
259,0.8486816763877869,1,1
260,0.9180866360664368,1,1
261,0.8924755334854126,1,1
262,0.8604824423789978,1,1
263,0.7926096200942994,1,1
264,0.8715723037719727,1,1
265,0.9095014214515686,1,1
266,0.7169034659862519,1,1
267,0.9038898229599,1,1
268,0.8801311135292054,1,1
269,0.923663067817688,1,1
270,0.9016867756843567,1,1
271,0.8916545391082764,1,1
272,0.8934343934059144,1,1
273,0.8784044861793519,1,1
274,0.8111860632896424,1,1
275,0.8726556181907654,1,1
276,0.8871309041976929,1,1
277,0.9091954112052918,1,1
278,0.9197306513786316,1,1
279,0.8739815831184388,1,1
280,0.8462871789932251,1,1
281,0.8606974959373475,1,1
282,0.897662627696991,1,1
283,0.8506992340087891,1,1
284,0.8880925655364991,1,1
285,0.9077647209167481,1,1
286,0.8223340392112732,1,1
287,0.8867379903793335,1,1
288,0.8590571761131287,1,1
289,0.8560786128044129,1,1
290,0.896476435661316,1,1
291,0.009997996501624584,0,0
292,0.883968460559845,1,1
293,0.8673532485961915,1,1
294,0.8148451924324036,1,1
295,0.7970652759075165,1,1
296,0.8016082525253296,1,1
297,0.8868595242500306,1,1
298,0.842144000530243,1,1
299,0.8309229493141175,1,1
300,0.8769530534744263,1,1
301,0.8732638835906983,1,1
302,0.014155176468193531,0,0
303,0.8869331359863282,1,1
304,0.01997540332376957,0,0
305,0.013397440314292908,0,0
306,0.8938754677772522,1,1
307,0.9125346422195435,1,1
308,0.024567797780036926,0,0
309,0.8366696119308472,1,1
310,0.8774752497673035,1,1
311,0.878081488609314,1,1
312,0.8655624866485596,1,1
313,0.8932244062423706,1,1
314,0.8535885691642762,1,1
315,0.8951265692710877,1,1
316,0.8641608238220215,1,1
317,0.9892126202583313,1,1
318,0.894725787639618,1,1
319,0.934587585926056,1,1
320,0.9184014081954956,1,1
321,0.8602018237113953,1,1
322,0.8834978818893433,1,1
323,0.3422923684120178,0,0
324,0.9275689005851746,1,1
325,0.8791446566581727,1,1
326,0.8682438611984253,1,1
327,0.9207434535026551,1,1
328,0.8973591208457947,1,1
329,0.8796081423759461,1,1
330,0.8945504307746888,1,1
331,0.033971112221479416,0,0
332,0.8944557785987854,1,1
333,0.8122273564338685,1,1
334,0.8995856523513794,1,1
335,0.8586284995079041,1,1
336,0.8862943530082703,1,1
337,0.8728396773338318,1,1
338,0.7989089369773865,1,1
339,0.8758818984031678,1,1
340,0.8647416114807129,1,1
341,0.8172628164291382,1,1
342,0.9293615698814393,1,1
343,0.8720498561859131,1,1
344,0.015935799106955528,0,0
345,0.8587688684463501,1,1
346,0.8778420567512513,1,1
347,0.8834978818893433,1,1
348,0.8785804986953736,1,1
349,0.88088618516922,1,1
350,0.8853831171989441,1,1
351,0.9044753193855286,1,1
352,0.8999518632888794,1,1
353,0.6014493107795715,0,1
354,0.8802606940269471,1,1
355,0.886415708065033,1,1
356,0.9003239154815674,1,1
357,0.891415286064148,1,1
358,0.9083891391754151,1,1
359,0.7908349215984345,1,1
360,0.7953201115131379,1,1
361,0.9189636588096619,1,1
362,0.8918847918510437,1,1
363,0.8956997275352478,1,1
364,0.8821771025657654,1,1
365,0.923272180557251,1,1
366,0.9067869067192078,1,1
367,0.8935020446777344,1,1
368,0.8543909072875977,1,1
369,0.8810672640800477,1,1
370,0.8799044966697693,1,1
371,0.8726141929626465,1,1
372,0.8951371788978577,1,1
373,0.8324003696441651,1,1
374,0.9052938103675843,1,1
375,0.8737129449844361,1,1
376,0.8849435925483704,1,1
377,0.9330998539924622,1,1
378,0.8905018448829651,1,1
379,0.9165033578872681,1,1
380,0.9219146251678467,1,1
381,0.838139820098877,1,1
382,0.8735759139060975,1,1
383,0.7307448267936707,1,1
384,0.8908925533294678,1,1
385,0.9087270975112915,1,1
386,0.9271203756332398,1,1
387,0.8602641105651856,1,1
388,0.8426584482192994,1,1
389,0.9173565983772278,1,1
390,0.8976152420043946,1,1
391,0.8596463680267334,1,1
392,0.6105562329292298,1,1
393,0.8907917618751526,1,1
394,0.8890227556228638,1,1
395,0.8661080479621888,1,1
396,0.8974394083023072,1,1
397,0.9328020095825196,1,1
398,0.898923683166504,1,1
399,0.8787211656570435,1,1
400,0.8957984328269959,1,1
401,0.9040955781936646,1,1
402,0.9051669716835022,1,1
403,0.8802534222602845,1,1
404,0.824381160736084,1,1
405,0.8819975137710572,1,1
406,0.8922175645828248,1,1
407,0.8998988747596741,1,1
408,0.8780567526817322,1,1
409,0.8611469149589539,1,1
410,0.8262051224708558,1,1
411,0.8862932205200196,1,1
412,0.8508112311363221,1,1
413,0.012815317139029503,0,0
414,0.857511329650879,1,1
415,0.8710724592208863,1,1
416,0.9271308064460755,1,1
417,0.8797726511955262,1,1
418,0.9271953582763672,1,1
419,0.9042609810829163,1,1
420,0.8811780691146851,1,1
421,0.8643585920333863,1,1
422,0.8345430374145508,1,1
423,0.796810644865036,1,1
424,0.9166664958000184,1,1
425,0.9058276891708374,1,1
426,0.8684133172035218,1,1
427,0.8920532941818238,1,1
428,0.8859048366546631,1,1
429,0.897671389579773,1,1
430,0.8879597067832947,1,1
431,0.9089978814125061,1,1
432,0.8841734409332276,1,1
433,0.8792938470840455,1,1
434,0.8848235487937928,1,1
435,0.8794729590415955,1,1
436,0.8725157856941224,1,1
437,0.9221657991409302,1,1
438,0.9240148544311524,1,1
439,0.9109627485275269,1,1
440,0.8785846710205079,1,1
441,0.8972121953964234,1,1
442,0.8568062663078309,1,1
443,0.8702678561210633,1,1
444,0.8987250804901123,1,1
445,0.8849944353103638,1,1
446,0.8748986005783081,1,1
447,0.8364689230918885,1,1
448,0.8719258189201355,1,1
449,0.8943410396575928,1,1
450,0.886100459098816,1,1
451,0.8533793568611145,1,1
452,0.8790489315986634,1,1
453,0.9195449829101563,1,1
454,0.8988708138465882,1,1
455,0.8843538641929627,1,1
456,0.8787643194198609,1,1
457,0.01700170338153839,0,0
458,0.8641580820083619,1,1
459,0.8602691769599915,1,1
460,0.9164458990097046,1,1
461,0.8562447905540467,1,1
462,0.8944346189498902,1,1
463,0.9059248447418213,1,1
464,0.8100963711738587,1,1
465,0.888415801525116,1,1
466,0.8839493274688721,1,1
467,0.921601939201355,1,1
468,0.8986463427543641,1,1
469,0.8893059968948365,1,1
470,0.891059684753418,1,1
471,0.810885238647461,1,1
472,0.8933632850646973,1,1
473,0.8555238127708436,1,1
474,0.9200010776519776,1,1
475,0.8663914680480957,1,1
476,0.9041368842124939,1,1
477,0.8304485559463501,1,1
478,0.9047109365463257,1,1
479,0.8895522832870484,1,1
480,0.8245015025138855,1,1
481,0.8877106785774231,1,1
482,0.8982514023780823,1,1
483,0.8844156742095948,1,1
484,0.8864667892456055,1,1
485,0.9029477715492249,1,1
486,0.8906420350074769,1,1
487,0.8756874680519104,1,1
488,0.8623840093612671,1,1
489,0.8518745183944703,1,1
490,0.8608369112014771,1,1
491,0.8633823871612549,1,1
492,0.8125396847724915,1,1
493,0.872404682636261,1,1
494,0.8871704816818238,1,1
495,-0.01002734899520874,0,0
496,0.8715221166610718,1,1
497,0.9189636588096619,1,1
498,0.86463623046875,1,1
499,0.9188533902168274,1,1
500,0.7570490121841431,1,1
501,0.8653175115585328,1,1
502,0.8998641848564148,1,1
503,0.8810672640800477,1,1
504,0.9290584206581116,1,1
505,0.9054761409759522,1,1
506,0.8760865211486817,1,1
507,0.8955523252487183,1,1
508,0.9097530126571656,1,1
509,0.8519280433654786,1,1
510,0.8877314805984498,1,1
511,0.87660311460495,1,1
512,0.908019769191742,1,1
513,0.8850778222084046,1,1
514,0.9085615754127503,1,1
515,0.8061550736427308,1,1
516,0.898571002483368,1,1
517,0.8783194899559021,1,1
518,0.9266428232192994,1,1
519,0.8957292318344117,1,1
520,0.8386996269226075,1,1
521,0.8439891815185547,1,1
522,0.019530819728970528,0,0
523,0.9288247704505921,1,1
524,0.8999754071235657,1,1
525,0.9092208623886109,1,1
526,0.8840077996253968,1,1
527,0.8601376295089722,1,1
528,-0.0014589786296710372,0,0
529,0.8753971934318543,1,1
530,0.878450083732605,1,1
531,0.34800419211387634,0,0
532,0.9114370226860047,1,1
533,-0.012769860215485096,0,0
534,0.9238592863082886,1,1
535,0.8797197222709656,1,1
536,0.8507709980010987,1,1
537,0.9258645653724671,1,1
538,0.8028237700462342,1,1
539,0.8067039728164673,1,1
540,0.6952744901180268,1,1
541,0.8805808901786805,1,1
542,0.8542660355567933,1,1
543,0.9140359044075013,1,1
544,0.9186774969100953,1,1
545,0.8901090502738953,1,1
546,0.7941917955875397,1,1
547,0.9008533835411072,1,1
548,0.8409835577011109,1,1
549,0.8520005822181702,1,1
550,0.9013938188552857,1,1
551,0.9314054727554322,1,1
552,0.7907321929931641,1,1
553,0.8269169807434082,1,1
554,0.9101848483085633,1,1
555,0.9125717759132386,1,1
556,0.8919727087020874,1,1
557,0.9047942638397217,1,1
558,0.8127530694007874,1,1
559,0.8699890851974488,1,1
560,0.029507996514439583,0,0
561,0.8881050825119019,1,1
562,0.8564734339714051,1,1
563,0.920063066482544,1,1
564,0.8694990754127503,1,1
565,0.9181243658065796,1,1
566,0.3709161579608917,0,1
567,0.9205469965934754,1,1
568,0.8821771025657654,1,1
569,0.8967591404914856,1,1
570,0.000273349869530648,0,0
571,-0.0062212287448346615,0,0
572,0.8942444205284119,1,1
573,0.8804491639137269,1,1
574,0.8473448634147644,1,1
575,0.6343969881534577,1,1
576,0.8885908007621766,1,1
577,0.014558494091033936,0,0
578,0.8705047249794007,1,1
579,0.8812740325927735,1,1
580,0.8794540047645569,1,1
581,0.854699182510376,1,1
582,0.8751681923866272,1,1
583,0.9350210905075074,1,1
584,0.872974979877472,1,1
585,0.8821845531463623,1,1
586,0.8426483750343323,1,1
587,0.7768829345703125,1,1
588,0.9004164218902588,1,1
589,0.8778484344482422,1,1
590,0.9030766367912293,1,1
591,0.8769490599632264,1,1
592,0.8915442705154419,1,1
593,0.8522915720939637,1,1
594,0.8969945192337037,1,1
595,0.8790035128593445,1,1
596,0.8771915912628174,1,1
597,0.8229859352111817,1,1
598,0.015303107909858227,0,0
599,0.8374338626861573,1,1
600,0.7947880506515503,1,1
601,0.8910288691520691,1,1
602,0.879563319683075,1,1
603,0.8273892879486084,1,1
604,0.8223694443702698,1,1
605,0.8915324687957764,1,1
606,0.8832114219665528,1,1
607,0.8848380327224732,1,1
608,-0.01002734899520874,0,0
609,0.8308182239532471,1,1
610,0.8635958313941956,1,1
611,0.9401308774948121,1,1
612,0.870940911769867,1,1
613,0.807588803768158,1,1
614,0.9404516696929932,1,1
615,0.8726176500320435,1,1
616,0.9097610592842102,1,1
617,0.8979140996932984,1,1
618,0.8903642773628235,1,1
619,0.8897701382637024,1,1
620,0.8854431986808777,1,1
621,0.6500375747680665,1,1
622,0.9158412098884583,1,1
623,0.8837619900703431,1,1
624,0.3270231783390045,0,1
625,0.9185611486434937,1,1
626,0.935834813117981,1,1
627,0.8093096494674683,1,1
628,0.8374115109443665,1,1
629,0.8831675529479981,1,1
630,0.8621770024299622,1,1
631,0.8035826563835144,1,1
632,0.9025403141975403,1,1
633,0.6424348831176758,1,1
634,0.9169762015342713,1,1
635,0.8922002196311951,1,1
636,0.876995074748993,1,1
637,0.8314787030220032,1,1
638,0.5453805357217789,1,0
639,0.016662513837218285,0,0
640,0.9237589716911316,1,1
641,0.887346613407135,1,1
642,0.9269538998603821,1,1
643,0.820323395729065,1,1
644,-0.002075105905532837,0,0
645,0.8619919300079346,1,1
646,0.9172576546669007,1,1
647,0.9290169954299927,1,1
648,0.8587071776390076,1,1
649,0.7936841428279877,1,1
650,0.848023521900177,1,1
651,0.896541166305542,1,1
652,0.9030664443969727,1,1
653,0.8809429287910462,1,1
654,0.8293526649475098,1,1
655,0.8875915288925171,1,1
656,0.018638506531715393,0,0
657,0.8634287595748902,1,1
658,0.9184012293815613,1,1
659,0.8739521980285645,1,1
660,0.8713644623756409,1,1
661,0.8465345978736878,1,1
662,0.8958685278892518,1,1
663,0.8386263132095337,1,1
664,0.8891982316970826,1,1
665,0.8573180913925171,1,1
666,0.880536961555481,1,1
667,0.8850788950920105,1,1
668,0.5338944792747498,0,1
669,0.8770601034164429,1,1
670,0.867017674446106,1,1
671,0.8619343519210816,1,1
672,0.8884424448013306,1,1
673,0.8838780999183655,1,1
674,0.8602523684501648,1,1
675,0.8607214570045472,1,1
676,0.8531284213066102,1,1
677,0.8398569703102112,1,1
678,0.8942849516868592,1,1
679,0.9321951746940613,1,1
680,0.8397753715515137,1,1
681,0.8384594202041626,1,1
682,0.9012675166130066,1,1
683,0.8884424448013306,1,1
684,0.8867916941642762,1,1
685,0.8703158378601075,1,1
686,0.8913486480712891,1,1
687,0.8399433970451355,1,1
688,0.9467726230621338,1,1
689,0.8327518582344056,1,1
690,0.8870760679244996,1,1
691,0.8776893496513367,1,1
692,0.8875038504600525,1,1
693,0.8966334939002991,1,1
694,0.7833946526050568,1,1
695,0.9000609397888184,1,1
696,0.8313642621040345,1,1
697,0.6254568874835968,1,1
698,0.8277400612831116,1,1
699,0.8863521695137024,1,1
700,0.9250522136688233,1,1
701,0.91064612865448,1,1
702,0.8833635926246644,1,1
703,0.860899555683136,1,1
704,0.8948546528816224,1,1
705,0.7962584674358368,1,1
706,0.8596110820770264,1,1
707,0.8629186034202576,1,1
708,0.8495567321777344,1,1
709,0.8200484991073609,1,1
710,0.901821780204773,1,1
711,-0.0011155545944347978,0,0
712,0.863471257686615,1,1
713,0.908010470867157,1,1
714,0.8251242518424988,1,1
715,0.9085735559463501,1,1
716,0.8253289937973023,1,1
717,0.8606770515441895,1,1
718,0.8735702514648438,1,1
719,0.9105675101280213,1,1
720,0.8919079184532166,1,1
721,0.8725547671318055,1,1
722,0.8711096525192261,1,1
723,0.8615179538726807,1,1
724,0.8947172641754151,1,1
725,0.9025232076644898,1,1
726,0.8837233662605286,1,1
727,0.9149656772613526,1,1
728,0.8518317818641663,1,1
729,0.8673421621322632,1,1
730,0.8564982891082764,1,1
731,0.8837356448173523,1,1
732,0.8720189809799195,1,1
733,0.8956339240074158,1,1
734,0.010524001903831959,0,0
735,0.3943590223789215,0,1
736,0.8243802070617676,1,1
737,0.8380467176437378,1,1
738,0.8046354532241822,1,1
739,0.9028465628623963,1,1
740,0.8443013906478882,1,1
741,0.8855680704116822,1,1
742,0.22987602651119232,0,0
743,0.9171555519104004,1,1
744,0.9186396479606629,1,1
745,0.8520438551902771,1,1
746,0.8611408948898316,1,1
747,0.8544906258583069,1,1
748,0.8765956044197083,1,1
749,0.8562325716018677,1,1
750,0.8713593363761902,1,1
751,0.8537046790122986,1,1
752,0.827117669582367,1,1
753,0.8811653137207032,1,1
754,0.9208769083023072,1,1
755,0.9172450780868531,1,1
756,0.8908939838409424,1,1
757,0.8739238858222962,1,1
758,0.8697264671325684,1,1
759,0.8777477025985718,1,1
760,0.002514910651370883,0,0
761,0.8826535820960999,1,1
762,0.9028240323066712,1,1
763,0.8856574773788453,1,1
764,0.8838642716407776,1,1
765,0.8897976756095887,1,1
766,0.8982242822647095,1,1
767,0.8415712594985962,1,1
768,0.9379260420799256,1,1
769,0.8552155375480652,1,1
770,0.8905674099922181,1,1
771,0.8569539070129395,1,1
772,0.8236350297927857,1,1
773,0.8775831937789917,1,1
774,0.843753981590271,1,1
775,0.863839077949524,1,1
776,0.9395542621612549,1,1
777,0.916901457309723,1,1
778,0.864796805381775,1,1
779,0.8883243680000306,1,1
780,0.8955035090446473,1,1
781,0.8842995047569275,1,1
782,0.8829926133155823,1,1
783,0.9246148943901062,1,1
784,0.8943945646286011,1,1
785,0.8599012970924378,1,1
786,0.8567629933357239,1,1
787,0.3328389823436737,0,0
788,0.9222914457321167,1,1
789,0.8872884392738343,1,1
790,0.9254175305366517,1,1
791,0.8772359967231751,1,1
792,0.900486695766449,1,1
793,0.8773743391036988,1,1
794,0.32667461037635803,0,0
795,0.8530840158462525,1,1
796,0.8819525718688965,1,1
797,0.8677796006202698,1,1
798,0.8673138499259949,1,1
799,0.8606566071510315,1,1
800,0.8821695923805237,1,1
801,0.8951101779937745,1,1
802,0.8916105508804322,1,1
803,0.8434569120407105,1,1
804,0.8925440788269043,1,1
805,0.8876447558403016,1,1
806,0.8935020446777344,1,1
807,0.9212020516395569,1,1
808,0.9495858430862427,1,1
809,0.8406208038330079,1,1
810,0.7618030488491059,1,1
811,0.9434162259101868,1,1
812,0.8882393121719361,1,1
813,0.3270231783390045,0,1
814,0.9275689005851746,1,1
815,0.8773102641105652,1,1
816,0.8741389393806458,1,1
817,0.8739815831184388,1,1
818,0.8329156517982483,1,1
819,0.8068442225456238,1,1
820,0.9138503551483155,1,1
821,0.8950316786766053,1,1
822,0.895525860786438,1,1
823,0.9538210511207581,1,1
824,0.8824185013771058,1,1
825,0.901662039756775,1,1
826,0.8382622480392456,1,1
827,0.8812180042266846,1,1
828,0.8851807594299317,1,1
829,0.8669551491737366,1,1
830,0.8681065917015076,1,1
831,0.8690667629241944,1,1
832,0.8295469760894776,1,1
833,0.8969778299331665,1,1
834,0.8974196791648865,1,1
835,0.8526766180992127,1,1
836,0.8726219415664673,1,1
837,0.8834131836891175,1,1
838,0.8849963426589966,1,1
839,0.9104742288589478,1,1
840,0.9208825111389161,1,1
841,0.8867496728897095,1,1
842,0.920684027671814,1,1
843,0.006785348057746887,0,0
844,0.8068339705467225,1,1
845,0.8818316340446473,1,1
846,0.9028383374214173,1,1
847,-0.033459585160017014,0,0
848,0.9033221483230591,1,1
849,0.8915442705154419,1,1
850,0.9975262761116028,1,1
851,0.8852579474449158,1,1
852,0.9315487623214722,1,1
853,0.8442784428596497,1,1
854,0.8307018160820008,1,1
855,0.9058352589607239,1,1
856,0.8665594935417176,1,1
857,0.9397728323936463,1,1
858,0.8527801513671875,1,1
859,0.865407395362854,1,1
860,0.7124497175216675,1,1
861,0.9234103441238404,1,1
862,0.9020742058753968,1,1
863,0.874916958808899,1,1
864,0.9305714249610901,1,1
865,0.04685297980904579,0,0
866,0.9153472661972046,1,1
867,0.023154735565185547,0,0
868,0.9158074736595154,1,1
869,0.8731008648872376,1,1
870,0.8493600964546204,1,1
871,0.8717588067054749,1,1
872,0.8723691582679749,1,1
873,0.8861956477165223,1,1
874,0.8683583617210389,1,1
875,0.8818569660186768,1,1
876,0.8929182767868042,1,1
877,0.8326004624366761,1,1
878,0.8946406126022339,1,1
879,0.045546915382146835,0,0
880,0.9064961552619935,1,1
881,0.8973882675170899,1,1
882,0.9282467842102051,1,1
883,0.869922685623169,1,1
884,0.8469577908515931,1,1
885,0.9035605072975159,1,1
886,0.946642029285431,1,1
887,0.881354558467865,1,1
888,0.9102269291877747,1,1
889,0.9040169000625611,1,1
890,0.8714358687400818,1,1
891,0.8604559779167176,1,1
892,0.7926096200942994,1,1
893,0.8503299236297608,1,1
894,0.8646713376045227,1,1
895,0.9144069433212281,1,1
896,0.832555639743805,1,1
897,0.0412161685526371,0,0
898,0.9045454740524292,1,1
899,0.8836255550384522,1,1
900,0.831405508518219,1,1
901,-0.01002734899520874,0,0
902,0.8708898305892945,1,1
903,0.9592028141021729,1,1
904,0.8565510392189026,1,1
905,0.8930660367012024,1,1
906,-0.004466640762984753,0,0
907,0.8636553764343262,1,1
908,0.7959530234336853,1,1
909,0.902627694606781,1,1
910,0.8897492170333863,1,1
911,0.9049894094467164,1,1
912,0.8936276316642762,1,1
913,0.8832674503326416,1,1
914,0.8567519664764405,1,1
915,0.9359623670578003,1,1
916,0.8056160092353821,1,1
917,0.86512451171875,1,1
918,0.9055172085762024,1,1
919,0.8909249186515809,1,1
920,0.035577330738306046,0,0
921,0.7947084486484528,1,1
922,0.9192795038223267,1,1
923,0.8814696550369263,1,1
924,0.8609245896339417,1,1
925,0.8763140916824341,1,1
926,0.8593830943107605,1,1
927,0.9026381850242615,1,1
928,0.8619199872016907,1,1
929,0.6931623697280884,1,1
930,0.8880321860313416,1,1
931,0.8956581234931946,1,1
932,0.9544254422187806,1,1
933,0.8563257932662964,1,1
934,0.891107726097107,1,1
935,0.8857440829277039,1,1
